FileName,Label,Dataset,SNR_999,output,training
AS_20190823_7YCEIY.wav,0,AS,8.82425737510619,0.6699900617400437,1
AS_20190823_9H34N3.wav,0,AS,9.32432808471386,0.6015603110684632,1
AS_20190823_JO5LSG.wav,0,AS,10.2381287981327,0.4614538425459659,1
AS_20190823_KMRF7F.wav,0,AS,9.44481452100069,0.7872955333998561,1
AS_20190824_84PDTA.wav,0,AS,8.07008701125795,0.9571889796975392,1
AS_20190824_9BHV4O.wav,0,AS,8.92927490027422,0.1169020854014352,0
AS_20190824_G0EYWK.wav,0,AS,7.36767091787482,0.652427278020975,1
AS_20190824_NMWJ26.wav,0,AS,8.02365065806013,0.5181510251287273,1
AS_20190824_NOBH6R.wav,0,AS,9.41356125653729,0.1681270195106547,1
AS_20190824_RRWHWU.wav,0,AS,8.2442611078607,0.8078027203873857,1
AS_20190824_SJ2LHQ.wav,0,AS,11.8448636283398,0.235826705833538,1
AS_20190825_0UP5QT.wav,0,AS,7.71861792385002,0.2610668652176903,1
AS_20190825_2Q1VWU.wav,1,AS,7.94358344681226,0.2611491636853854,1
AS_20190825_8KDIAR.wav,0,AS,11.2847497765927,0.362047576992427,1
AS_20190825_A9KF1P.wav,0,AS,8.15804063245464,0.265513365838143,1
AS_20190825_GDGUUJ.wav,0,AS,8.25228702139953,0.2001946143299961,1
AS_20190825_S1MPAR.wav,1,AS,7.96552041581221,0.1629835526019893,1
AS_20190825_W0PBAU.wav,0,AS,8.02607139929625,0.2553874321542111,1
AS_20190826_3RUIOA.wav,0,AS,10.2909740977083,0.0930367791452751,1
AS_20190827_02TYX2.wav,0,AS,9.02965945542818,0.431675360604299,0
AS_20190827_0RRIVT.wav,0,AS,11.4441143839244,0.1779860223881218,1
AS_20190827_1TEAMO.wav,0,AS,9.63643532503323,0.1577581170577835,1
AS_20190827_4FJKLS.wav,0,AS,10.0182317682762,0.2882648787804274,1
AS_20190827_5LX5O4.wav,0,AS,10.386940459671,0.3134707577237421,1
AS_20190827_8BTK4H.wav,0,AS,9.36209910876313,0.1497688445988537,1
AS_20190827_9XSPRR.wav,0,AS,9.99389041038934,0.1205452824340715,1
AS_20190827_ASS47E.wav,0,AS,11.0295458555701,0.0905756088536817,1
AS_20190827_C2OP6W.wav,0,AS,9.27957697296263,0.0790900262296645,1
AS_20190827_E1V5N2.wav,0,AS,9.72178310115836,0.3478129394208685,1
AS_20190827_I37KSD.wav,0,AS,9.58255062171413,0.2488904544843353,1
AS_20190827_K33PJS.wav,0,AS,10.018133457439,0.1203669089366836,0
AS_20190827_KC263G.wav,0,AS,10.6561519489558,0.1200546245200908,1
AS_20190827_LINCTQ.wav,0,AS,9.71294771206543,0.1414514816254742,0
AS_20190827_OZITJI.wav,0,AS,10.652173830183,0.1781329086690856,1
AS_20190827_PBVEGT.wav,0,AS,8.35999755111859,0.1952268229797608,1
AS_20190827_QY038V.wav,0,AS,10.7488045168312,0.4474739604511664,1
AS_20190827_SYZSA3.wav,0,AS,10.280328827997,0.1889033967940226,1
AS_20190827_U33B9J.wav,0,AS,10.3315518783625,0.1610121664785056,1
AS_20190827_UR7ZMS.wav,0,AS,10.06531049175,0.5327465826408349,1
AS_20190827_WPNF8W.wav,0,AS,11.4333329505949,0.2815045982250562,1
AS_20190827_ZFVSGF.wav,0,AS,10.3294550454818,0.417961925361041,1
AS_20190827_ZJ63R2.wav,0,AS,9.0605033171112,0.2103872108483147,1
AS_20190828_GSG8Y6.wav,0,AS,10.4227144681318,0.3956109276547338,1
AS_20190828_KGRUI2.wav,0,AS,11.795151047528,0.2576915787493189,1
AS_20190828_N4Q5JU.wav,0,AS,10.3526171950608,0.1587846709373785,1
AS_20190828_NP97BX.wav,0,AS,10.8843853934274,0.3013124204877942,1
AS_20190828_P36QSF.wav,0,AS,11.0711368757567,0.3282709579680802,1
AS_20190828_QT4FDN.wav,0,AS,11.8376694463851,0.2309326658451596,1
AS_20190828_RSPRQH.wav,0,AS,11.3635838945238,0.1877253761357216,1
AS_20190828_SSLRX0.wav,0,AS,11.7470594270114,0.5761288032742062,1
AS_20190828_UBPD9J.wav,0,AS,10.1150041877569,0.4435977374838893,1
AS_20190828_UY0IPQ.wav,0,AS,10.2027485295815,0.2803795731992282,1
AS_20190828_WL8Y5A.wav,0,AS,10.6765129867441,0.1697747422206468,1
AS_20190828_WQTWZF.wav,0,AS,9.80537782964736,0.4241406759396179,1
AS_20190828_YSXUZ7.wav,0,AS,10.3800821162706,0.2912323849942858,1
AS_20190901_9A7JU6.wav,0,AS,9.97865136147748,0.5495159326747886,1
AS_20190901_BNFCX3.wav,0,AS,8.96747546892053,0.3617431289415385,1
AS_20190901_JTX6XC.wav,0,AS,9.86277085679125,0.286046952565105,1
AS_20190901_QEA8FL.wav,0,AS,9.00807967579045,0.3993252378789999,1
AS_20190901_Y63A1N.wav,0,AS,11.3566197719135,0.2026204961870178,0
AS_20190902_10C88N.wav,0,AS,9.88208055050016,0.516161033598064,1
AS_20190902_B0WFBH.wav,0,AS,9.50600626472426,0.3783954497384548,1
AS_20190902_B9SYUK.wav,1,AS,30.7666258470187,0.696744317989703,1
AS_20190902_BABYDP.wav,0,AS,8.40297136866418,0.0940678663044689,1
AS_20190902_JPY5J8.wav,0,AS,9.12164072882254,0.3648971559950492,0
AS_20190903_4NSUUC.wav,0,AS,9.82830085303275,0.5087082492532062,0
AS_20190903_9EIDEX.wav,0,AS,14.2020611943996,0.9069793022443374,0
AS_20190903_FIYRCH.wav,0,AS,10.2261847578016,0.5995012031397545,0
AS_20190903_UYWDJL.wav,0,AS,9.76198105532441,0.4210117472411735,0
AS_20190903_WG1L85.wav,0,AS,9.90392350192413,0.3240463477455202,1
AS_20190903_YQZBRM.wav,0,AS,10.2934449221761,0.5863035932910913,1
AS_20190904_1RJ79M.wav,0,AS,12.613718835241,0.3336249606667478,1
AS_20190904_JRQ5G8.wav,0,AS,11.1698288809428,0.6337249320752569,1
AS_20190904_QNHMNG.wav,0,AS,12.0242088211491,0.6442786168889411,0
AS_20190904_W0DKG3.wav,0,AS,9.17727564355166,0.6019999919290374,0
AS_20190917_1OBQF1.wav,1,AS,8.27128317245607,0.8671826325361903,1
AS_20190917_2CYV2O.wav,1,AS,7.95346177411982,0.7790971856602604,1
AS_20190917_3C5987.wav,1,AS,6.95279983635353,0.6250848085836814,1
AS_20190917_92XTTA.wav,0,AS,7.75165349587524,0.5325244767734588,1
AS_20190917_ANYI7X.wav,1,AS,7.60898133736699,0.9086327040926216,1
AS_20190917_C81ZEH.wav,1,AS,8.98423250886451,0.8140797293071363,0
AS_20190917_HCTAR6.wav,1,AS,8.29082340552131,0.910152204869468,1
AS_20190917_J38XNG.wav,1,AS,8.14725180003612,0.799519709785843,1
AS_20190917_K70F28.wav,1,AS,8.07036200475763,0.6816832005129545,1
AS_20190917_NDL3NH.wav,1,AS,7.09944644423569,0.4780805935215231,1
AS_20190917_QX93F7.wav,0,AS,8.98966507873653,0.4467556599365131,1
AS_20190917_UN124E.wav,0,AS,7.50037822199659,0.4893217496526597,1
AS_20190917_VKF7TO.wav,0,AS,8.13325716418427,0.4437443477580795,1
AS_20190917_XE2RCT.wav,1,AS,8.15982455651558,0.8320179488442163,1
AS_20190917_Y37LXN.wav,0,AS,8.79747773528978,0.2970995131623802,1
AS_20190917_Z63LY2.wav,1,AS,8.57523285297079,0.7599119536269914,1
AS_20190917_ZS3LIB.wav,1,AS,7.462312300016,0.9317105045551952,1
AS_20190919_0GZLXR.wav,1,AS,12.3854059188941,0.2832029687116157,1
AS_20190919_45KWE8.wav,1,AS,12.5200753021223,0.5539257716293108,1
AS_20190919_5BZSAB.wav,0,AS,30.2592150604231,0.0790553566689351,0
AS_20190919_5ILYFK.wav,1,AS,13.0732372285887,0.4136991165035242,1
AS_20190919_5UOWD5.wav,0,AS,12.0055131078475,0.1396409575625941,1
AS_20190919_5ZZQ0F.wav,1,AS,10.6996840094961,0.4396746565521426,1
AS_20190919_A1UFV6.wav,1,AS,16.1250418062808,0.2926645591382329,0
AS_20190919_BORC9O.wav,1,AS,9.89596161627529,0.1686617951541341,1
AS_20190919_ENUKD4.wav,0,AS,13.1402358998059,0.191937924867405,1
