epoch,train_loss,val_loss,val_accuracy,val_fscore,val_precision,val_recalls
0,0.0870043167116552,0.6892007556847047,tensor(53.4072),0.5218054511852803,0.5351745523064682,0.5340715502555367
1,0.08659812228659224,0.6887729460376694,tensor(54.5145),0.5431004096440825,0.5449516506002844,0.545144804088586
2,0.08622313829099948,0.6904709952450286,tensor(52.9813),0.5077678328825282,0.5406992654904567,0.5298126064735945
3,0.08613139743142478,0.686548590457013,tensor(54.7700),0.5444254416104044,0.5507202704175281,0.5477001703577513
4,0.08592387239407138,0.6856784296604397,tensor(55.1959),0.5506925490482084,0.5536023511970558,0.5519591141396933
5,0.08591483320764734,0.687037015083092,tensor(54.5997),0.5460180041999926,0.5461733198588966,0.5459965928449745
6,0.08551617296741092,0.6830060762278672,tensor(55.6218),0.5549202769457896,0.5560723417088496,0.5562180579216355
7,0.08522411088910502,0.6857284947188993,tensor(56.3032),0.5628435617912315,0.5628909295213755,0.5630323679727428
8,0.08488485232777496,0.6823075339578891,tensor(56.3032),0.5623268110319679,0.5642856558016864,0.5630323679727428
9,0.08445199000855134,0.683452514407988,tensor(56.8995),0.5689948892674617,0.5692624665765735,0.5689948892674617
10,0.08380010407269584,0.682986263928259,tensor(57.4957),0.5682926346921889,0.5776883925671883,0.5749574105621805
11,0.08388899093533866,0.679834893452451,tensor(58.6882),0.5718267133754268,0.5972940204503504,0.5868824531516184
12,0.0830730506485162,0.6883337597221492,tensor(57.4106),0.5630159534326491,0.5794857242845635,0.5741056218057922
13,0.08336037747789336,0.6758851700381485,tensor(59.7104),0.5942968479942907,0.598436715310921,0.5971039182282794
14,0.0828625247848068,0.676292408873316,tensor(59.0290),0.5868118706137306,0.5918512443515471,0.590289608177172
15,0.0819640113005798,0.6794525671248948,tensor(57.8365),0.5717532147748167,0.581306372905488,0.5783645655877342
16,0.08219960828846226,0.6743949598916751,tensor(58.6882),0.5833757946936785,0.5883346608057453,0.5868824531516184
17,0.0817656998095916,0.6734539266339356,tensor(59.8807),0.595140779808582,0.6008445208773225,0.5988074957410562
18,0.08170793160802886,0.6808018558476203,tensor(56.9847),0.5608992651063043,0.5789299915509082,0.5698466780238501
19,0.0812295888746758,0.6664014628230003,tensor(60.9029),0.6078113161341784,0.6094806394737246,0.6090289608177172
20,0.08090836280199876,0.6700718435355711,tensor(60.7325),0.6030547945957299,0.610270885023981,0.6073253833049403
21,0.08057908864151067,0.6653866601355843,tensor(60.3066),0.5972695494043913,0.6071450398174411,0.6030664395229983
22,0.08088810034146651,0.6668853325169578,tensor(59.4549),0.5934023827888729,0.5967589812946589,0.5945485519591142
23,0.08072914831298865,0.6616519622542789,tensor(61.4140),0.6073928108234206,0.6200496875048964,0.6141396933560477
24,0.08016535085478217,0.6700682128308376,tensor(59.0290),0.575358039450681,0.6012351953641644,0.590289608177172
25,0.08001920051672211,0.659315357825622,tensor(61.7547),0.6158718979588158,0.6184985512280784,0.6175468483816013
26,0.07959518467030334,0.6690949684919653,tensor(60.7325),0.6047018104397464,0.6088309061461341,0.6073253833049403
27,0.07965104408935217,0.6761807142368167,tensor(59.3697),0.583285398673863,0.6074911311036812,0.5936967632027257
28,0.07967673923857785,0.6522229347358977,tensor(63.5434),0.6329467982951464,0.6377021892770378,0.6354344122657581
29,0.07941160200592486,0.6612327823850122,tensor(60.9029),0.6035641092247961,0.6132081592217631,0.6090289608177172
30,0.07855268658202244,0.6526384134308849,tensor(62.1806),0.6217289173953457,0.621742293059836,0.6218057921635435
31,0.07904722643622669,0.6639989951603255,tensor(61.4140),0.6118786262565553,0.6155293558942476,0.6141396933560477
32,0.07882252235624812,0.6608252312093211,tensor(61.4991),0.6066498158804791,0.6227817640965247,0.6149914821124361
33,0.07836456138233443,0.6710980523384004,tensor(60.3066),0.6030871771710279,0.603139416084667,0.6030664395229983
34,0.07807115948553318,0.6512941670377169,tensor(61.6695),0.6164146129532976,0.6177161943423451,0.616695059625213
35,0.07810749976800951,0.6548467813602298,tensor(61.2436),0.6122687699168774,0.6131916324295851,0.6124361158432708
36,0.07761318933478048,0.6508896194487251,tensor(61.5843),0.6141608596423739,0.6167678863874325,0.6158432708688245
37,0.07821015188916611,0.6498851668489446,tensor(61.9250),0.6188732918816405,0.619253089557287,0.6192504258943782
38,0.07752721153010356,0.6594815739578039,tensor(61.1584),0.6075812611022533,0.6184717283307609,0.6115843270868825
39,0.07769460625046985,0.6608722086050238,tensor(61.3288),0.6027696555444776,0.6234120059593142,0.6132879045996593
40,0.07732019121889565,0.6613017757259805,tensor(60.5622),0.5985709649443276,0.6164302024317676,0.6056218057921635
41,0.07765984438430311,0.6518759355837482,tensor(62.3509),0.6231573386432131,0.6247250251168479,0.6235093696763203
42,0.07724996086995846,0.655461751216518,tensor(60.5622),0.5975814890589289,0.6120764795833183,0.6056218057921635
43,0.07729503750317152,0.6667855598248249,tensor(60.6474),0.5951249256432585,0.6236370934168451,0.606473594548552
44,0.07701554769430818,0.6543244590548072,tensor(61.3288),0.6126902112434532,0.6148949082359085,0.6132879045996593
45,0.07707740876606901,0.648853111916953,tensor(62.4361),0.6216343029703381,0.626519716283967,0.6243611584327087
46,0.0765471893617971,0.6551181847638937,tensor(62.0102),0.6175165861928119,0.625209897462078,0.6201022146507666
47,0.07590045622104524,0.6416760398744521,tensor(62.0954),0.6189290120322525,0.6223018497962852,0.620954003407155
48,0.07613167126830082,0.6414374582202917,tensor(63.9693),0.6393752653996992,0.639734961248454,0.6396933560477002
