FileName,Label,Dataset,SNR_999,SNR_99
MF20041026_225802.wav,0,IFAW,7.30222896115935,4.73263300588648
MF20041026_230202.wav,0,IFAW,6.95868995663382,4.64303985913681
MF20041026_230602.wav,0,IFAW,6.40961136149463,4.78065256490902
MF20041026_231002.wav,0,IFAW,6.94322140801076,5.06850664153576
MF20041026_231402.wav,0,IFAW,6.57015670280835,5.00095224073975
MF20041026_231802.wav,0,IFAW,6.35444988734556,4.89855365233564
MF20041026_232202.wav,0,IFAW,6.74494157933101,5.11969877862794
MF20041011_022824.wav,1,IFAW,11.2924813800982,6.83099888662536
MF20041124_052848.wav,1,IFAW,8.63571055330665,5.06372561162087
MF20041124_053648.wav,1,IFAW,25.9565575405274,7.8997971487276
MF20041116_014103.wav,1,IFAW,8.59600291042261,6.47338466080811
MF20041116_014903.wav,1,IFAW,9.36201703895265,6.98214964514474
MF20041117_081949.wav,1,IFAW,44.9526856301696,19.5252106814067
MF20041027_121153.wav,1,IFAW,31.5431405446147,14.991001014415
MF20041027_121953.wav,1,IFAW,24.1634896324797,14.1277068614663
MF20041027_122753.wav,1,IFAW,25.1590652843892,20.2747337840585
MF20041026_061822.wav,0,IFAW,8.18211188807577,6.03604475627589
MF20041026_062222.wav,0,IFAW,7.66299940772227,4.94724940957694
MF20041026_062622.wav,0,IFAW,6.75190050724187,4.07329699300966
MF20041026_063022.wav,0,IFAW,6.72372704519978,4.16653916062072
MF20041026_063422.wav,0,IFAW,10.8459106353359,6.52407887744959
MF20041026_063822.wav,0,IFAW,7.02125745099907,5.08129880275201
MF20041026_064222.wav,0,IFAW,7.91472608265615,5.68569430275525
MF20041106_154514.wav,0,IFAW,4.48138599734497,2.75392396084591
MF20041106_154914.wav,0,IFAW,4.8521826988597,3.09339790342503
MF20041106_155314.wav,0,IFAW,5.17574909601278,2.75776866209591
MF20041106_155714.wav,0,IFAW,10.315275327686,3.7348602282911
MF20041019_173945.wav,1,IFAW,22.2066751787805,19.9098703005855
MF20041129_234534.wav,1,IFAW,9.45201536199638,5.37338752683962
MF20041130_000134.wav,1,IFAW,12.4100495108109,7.72886524509809
MF20041130_000534.wav,1,IFAW,13.104352017191,7.7903816588266
MF20041130_000934.wav,1,IFAW,9.95538143395372,5.44872004513654
MF20041116_170506.wav,1,IFAW,7.89400567244711,4.69656808868331
MF20041116_170906.wav,1,IFAW,7.94788583859652,4.91190919499391
MF20041116_171306.wav,1,IFAW,8.88267233928519,5.52246657566413
MF20041119_224015.wav,1,IFAW,7.03327471069026,4.04383299484032
MF20041026_213441.wav,1,IFAW,15.4743435071181,6.31336175323173
MF20041026_214641.wav,1,IFAW,15.6465058375093,11.1020923292553
MF20041121_032924.wav,1,IFAW,12.737131814981,6.12376667064536
MF20041121_033724.wav,1,IFAW,21.4686147685141,7.7059771933398
MF20041105_143002.wav,0,IFAW,7.66258857106267,5.56377082316039
MF20041105_143402.wav,0,IFAW,7.03667796444331,4.82057010704743
MF20041105_143802.wav,0,IFAW,6.91157771050593,4.81864924025853
MF20041105_144202.wav,0,IFAW,7.12683711981569,4.96613321515146
MF20041105_144602.wav,0,IFAW,8.14599957114441,5.36804496692334
MF20041105_145002.wav,0,IFAW,7.18250036335999,4.56059429014903
MF20041105_145402.wav,0,IFAW,8.8900897832966,5.71188990361176
MF20041013_210154.wav,1,IFAW,12.4880709739408,8.66969288428417
MF20041020_012509.wav,1,IFAW,6.8617362172507,4.65587151591571
MF20041020_012909.wav,1,IFAW,7.98561777987154,5.03129531535323
MF20041024_024446.wav,0,IFAW,4.9803374622073,2.79166559147891
MF20041024_024846.wav,0,IFAW,4.69890652896685,2.4137808085633
MF20041024_025246.wav,0,IFAW,4.73525825878324,2.78705826666595
MF20041024_025646.wav,0,IFAW,5.00446535211725,3.57326930325127
MF20041024_030046.wav,0,IFAW,6.21952196089197,4.28986472788738
MF20041024_030446.wav,0,IFAW,4.62819985914239,2.67262289450828
MF20041024_030846.wav,0,IFAW,4.6915510862173,2.61382336316868
MF20041028_015844.wav,1,IFAW,12.896487987835,8.46223457035977
MF20041028_020644.wav,1,IFAW,12.6252030561074,8.08507614334854
MF20041020_224341.wav,0,IFAW,19.1691463172469,10.4072125685849
MF20041020_224741.wav,0,IFAW,23.3105894802082,7.40053189779677
MF20041020_225141.wav,0,IFAW,7.82693061332327,4.91209075501071
MF20041020_225541.wav,0,IFAW,8.87568877632663,5.2771753483449
MF20041020_225941.wav,0,IFAW,8.67288198693797,5.25727682240482
MF20041020_230341.wav,0,IFAW,10.3029507302078,5.80921647923239
MF20041020_230741.wav,0,IFAW,7.64514866865667,4.80081654695622
MF20041106_120444.wav,1,IFAW,12.1932673202434,8.54919431186869
MF20041106_120844.wav,1,IFAW,12.3733355285335,9.74260793580561
MF20041012_101108.wav,1,IFAW,14.9472299121452,9.60375457592499
MF20041012_101508.wav,1,IFAW,15.7013461792741,9.95434835848855
MF20041104_143546.wav,1,IFAW,5.57030989089065,3.78371498502355
MF20041104_145946.wav,1,IFAW,5.84788250986826,3.99711990143642
MF20041103_230926.wav,1,IFAW,9.31073259524723,5.81650094681961
MF20041103_232126.wav,1,IFAW,11.5162094106253,6.53589363859073
MF20041103_232526.wav,1,IFAW,11.0855341149536,6.44969682177949
MF20041119_110514.wav,1,IFAW,16.236427936733,9.44222767807279
MF20041119_110914.wav,1,IFAW,15.6148907381385,9.61509368191766
MF20041119_111314.wav,1,IFAW,16.2566439134988,9.9828520364328
MF20041119_112114.wav,1,IFAW,14.9708066436336,9.14940535572731
MF20041020_045246.wav,1,IFAW,7.41201498203456,5.12845105088583
MF20041020_050046.wav,1,IFAW,8.00646112307119,5.69492351042645
MF20041020_050446.wav,1,IFAW,7.2754602464517,5.13119897611932
MF20041124_104618.wav,1,IFAW,6.78180081764062,4.09919100114169
MF20041124_105418.wav,1,IFAW,11.6304418931596,6.59891076165425
MF20041124_105818.wav,1,IFAW,15.5965872860957,11.2469666159891
MF20041116_193422.wav,1,IFAW,12.5421233188033,6.87615140389658
MF20041116_194622.wav,1,IFAW,10.7437987226148,6.48398147689808
MF20041116_195022.wav,1,IFAW,10.5136743193599,6.37129762102971
MF20041124_044232.wav,1,IFAW,10.9991380129981,7.76566941031986
MF20041124_044632.wav,1,IFAW,14.6881273719272,8.42736337946055
MF20041124_045432.wav,1,IFAW,9.58871939976021,5.99261829965629
MF20041119_113215.wav,1,IFAW,14.1357618741271,8.67207205484179
MF20041119_114015.wav,1,IFAW,11.8941521358846,7.2191721871701
MF20041119_114415.wav,1,IFAW,7.99485946385106,5.36424957622426
MF20041120_154400.wav,1,IFAW,20.499053150019,8.08951594506653
MF20041120_155200.wav,1,IFAW,6.95566721308669,5.15796661224864
MF20041104_101817.wav,1,IFAW,5.93167576951284,4.22743300950398
MF20041104_102217.wav,1,IFAW,5.73551256467378,4.00674360655334
MF20041022_030232.wav,1,IFAW,12.6480797565724,5.66402766553311
MF20041022_031032.wav,1,IFAW,14.0872800797164,7.66925997580627
MF20041022_031432.wav,1,IFAW,14.3152479355972,7.2763310384488
MF20041022_032232.wav,1,IFAW,13.1099878695695,6.75349978148124
MF20041130_025326.wav,1,IFAW,10.6114728683386,6.23746966187933
MF20041012_210144.wav,0,IFAW,6.58528245902267,4.6933673972634
MF20041012_210544.wav,0,IFAW,5.96722060326012,4.28840879764825
MF20041012_210944.wav,0,IFAW,6.14765661139685,4.43787882502461
MF20041012_211344.wav,0,IFAW,6.47326786100656,4.64640728130945
MF20041012_211744.wav,0,IFAW,6.91056885487665,4.36361778824453
MF20041012_212144.wav,0,IFAW,6.30153159949186,3.72324168832567
MF20041012_212544.wav,0,IFAW,5.56210357205113,3.98899723513293
MF20041029_152524.wav,1,IFAW,10.9826594734183,6.81069361788942
