,FileName,Label,Dataset,SNR_999,training
0,AS_20190823_7YCEIY.wav,0,AS,8.82425737510619,1
1,AS_20190823_9H34N3.wav,0,AS,9.32432808471386,1
2,AS_20190823_JO5LSG.wav,0,AS,10.2381287981327,0
3,AS_20190823_KMRF7F.wav,0,AS,9.44481452100069,1
4,AS_20190824_84PDTA.wav,0,AS,8.07008701125795,1
5,AS_20190824_9BHV4O.wav,0,AS,8.92927490027422,1
6,AS_20190824_G0EYWK.wav,0,AS,7.36767091787482,1
7,AS_20190824_NMWJ26.wav,0,AS,8.02365065806013,1
8,AS_20190824_NOBH6R.wav,0,AS,9.41356125653729,1
9,AS_20190824_RRWHWU.wav,0,AS,8.2442611078607,1
10,AS_20190824_SJ2LHQ.wav,0,AS,11.8448636283398,1
11,AS_20190825_0UP5QT.wav,0,AS,7.71861792385002,1
12,AS_20190825_2Q1VWU.wav,1,AS,7.94358344681226,1
13,AS_20190825_8KDIAR.wav,0,AS,11.2847497765927,1
14,AS_20190825_A9KF1P.wav,0,AS,8.15804063245464,1
15,AS_20190825_GDGUUJ.wav,0,AS,8.25228702139953,1
16,AS_20190825_S1MPAR.wav,1,AS,7.96552041581221,1
17,AS_20190825_W0PBAU.wav,0,AS,8.02607139929625,1
18,AS_20190826_3RUIOA.wav,0,AS,10.2909740977083,1
19,AS_20190827_02TYX2.wav,0,AS,9.02965945542818,1
20,AS_20190827_0RRIVT.wav,0,AS,11.4441143839244,1
21,AS_20190827_1TEAMO.wav,0,AS,9.63643532503323,1
22,AS_20190827_4FJKLS.wav,0,AS,10.0182317682762,1
23,AS_20190827_5LX5O4.wav,0,AS,10.386940459671,1
24,AS_20190827_8BTK4H.wav,0,AS,9.36209910876313,1
25,AS_20190827_9XSPRR.wav,0,AS,9.99389041038934,0
26,AS_20190827_ASS47E.wav,0,AS,11.0295458555701,1
27,AS_20190827_C2OP6W.wav,0,AS,9.27957697296263,1
28,AS_20190827_E1V5N2.wav,0,AS,9.72178310115836,0
29,AS_20190827_I37KSD.wav,0,AS,9.58255062171413,0
30,AS_20190827_K33PJS.wav,0,AS,10.018133457439,1
31,AS_20190827_KC263G.wav,0,AS,10.6561519489558,1
32,AS_20190827_LINCTQ.wav,0,AS,9.71294771206543,1
33,AS_20190827_OZITJI.wav,0,AS,10.652173830183,1
34,AS_20190827_PBVEGT.wav,0,AS,8.35999755111859,1
35,AS_20190827_QY038V.wav,0,AS,10.7488045168312,1
36,AS_20190827_SYZSA3.wav,0,AS,10.280328827997,1
37,AS_20190827_U33B9J.wav,0,AS,10.3315518783625,1
38,AS_20190827_UR7ZMS.wav,0,AS,10.06531049175,1
39,AS_20190827_WPNF8W.wav,0,AS,11.4333329505949,1
40,AS_20190827_ZFVSGF.wav,0,AS,10.3294550454818,0
41,AS_20190827_ZJ63R2.wav,0,AS,9.0605033171112,1
42,AS_20190828_GSG8Y6.wav,0,AS,10.4227144681318,1
43,AS_20190828_KGRUI2.wav,0,AS,11.795151047528,1
44,AS_20190828_N4Q5JU.wav,0,AS,10.3526171950608,1
45,AS_20190828_NP97BX.wav,0,AS,10.8843853934274,1
46,AS_20190828_P36QSF.wav,0,AS,11.0711368757567,1
47,AS_20190828_QT4FDN.wav,0,AS,11.8376694463851,1
48,AS_20190828_RSPRQH.wav,0,AS,11.3635838945238,1
49,AS_20190828_SSLRX0.wav,0,AS,11.7470594270114,1
50,AS_20190828_UBPD9J.wav,0,AS,10.1150041877569,1
51,AS_20190828_UY0IPQ.wav,0,AS,10.2027485295815,1
52,AS_20190828_WL8Y5A.wav,0,AS,10.6765129867441,1
53,AS_20190828_WQTWZF.wav,0,AS,9.80537782964736,1
54,AS_20190828_YSXUZ7.wav,0,AS,10.3800821162706,1
55,AS_20190901_9A7JU6.wav,0,AS,9.97865136147748,1
56,AS_20190901_BNFCX3.wav,0,AS,8.96747546892053,1
57,AS_20190901_JTX6XC.wav,0,AS,9.86277085679125,1
58,AS_20190901_QEA8FL.wav,0,AS,9.00807967579045,1
59,AS_20190901_Y63A1N.wav,0,AS,11.3566197719135,0
60,AS_20190902_10C88N.wav,0,AS,9.88208055050016,1
61,AS_20190902_B0WFBH.wav,0,AS,9.50600626472426,1
62,AS_20190902_B9SYUK.wav,1,AS,30.7666258470187,1
63,AS_20190902_BABYDP.wav,0,AS,8.40297136866418,1
64,AS_20190902_JPY5J8.wav,0,AS,9.12164072882254,1
65,AS_20190903_4NSUUC.wav,0,AS,9.82830085303275,0
66,AS_20190903_9EIDEX.wav,0,AS,14.2020611943996,1
67,AS_20190903_FIYRCH.wav,0,AS,10.2261847578016,1
68,AS_20190903_UYWDJL.wav,0,AS,9.76198105532441,1
69,AS_20190903_WG1L85.wav,0,AS,9.90392350192413,1
70,AS_20190903_YQZBRM.wav,0,AS,10.2934449221761,1
71,AS_20190904_1RJ79M.wav,0,AS,12.613718835241,1
72,AS_20190904_JRQ5G8.wav,0,AS,11.1698288809428,1
73,AS_20190904_QNHMNG.wav,0,AS,12.0242088211491,1
74,AS_20190904_W0DKG3.wav,0,AS,9.17727564355166,1
75,AS_20190917_1OBQF1.wav,1,AS,8.27128317245607,1
76,AS_20190917_2CYV2O.wav,1,AS,7.95346177411982,0
77,AS_20190917_3C5987.wav,1,AS,6.95279983635353,1
78,AS_20190917_92XTTA.wav,0,AS,7.75165349587524,1
79,AS_20190917_ANYI7X.wav,1,AS,7.60898133736699,0
80,AS_20190917_C81ZEH.wav,1,AS,8.98423250886451,1
81,AS_20190917_HCTAR6.wav,1,AS,8.29082340552131,1
82,AS_20190917_J38XNG.wav,1,AS,8.14725180003612,1
83,AS_20190917_K70F28.wav,1,AS,8.07036200475763,1
84,AS_20190917_NDL3NH.wav,1,AS,7.09944644423569,1
85,AS_20190917_QX93F7.wav,0,AS,8.98966507873653,1
86,AS_20190917_UN124E.wav,0,AS,7.50037822199659,1
87,AS_20190917_VKF7TO.wav,0,AS,8.13325716418427,1
88,AS_20190917_XE2RCT.wav,1,AS,8.15982455651558,1
89,AS_20190917_Y37LXN.wav,0,AS,8.79747773528978,1
90,AS_20190917_Z63LY2.wav,1,AS,8.57523285297079,1
91,AS_20190917_ZS3LIB.wav,1,AS,7.462312300016,1
92,AS_20190919_0GZLXR.wav,1,AS,12.3854059188941,0
93,AS_20190919_45KWE8.wav,1,AS,12.5200753021223,0
