Unnamed: 0,Label,Dataset,FileName,training,output
0,0,AS,AS_20190822_86805A.wav,1,0.12283880110185713
1,0,AS,AS_20190822_4IZOM2.wav,1,0.11773721753362629
2,0,AS,AS_20190822_OMU76J.wav,0,0.05548177199883587
3,0,AS,AS_20190822_5Q2LR3.wav,0,0.17989400483453255
4,0,AS,AS_20190822_FRJDO9.wav,1,0.02747617728612161
5,0,AS,AS_20190823_A8ERCT.wav,1,0.2443462606433192
6,0,AS,AS_20190823_95V57Q.wav,1,0.2194328338810863
7,0,AS,AS_20190823_DA4TQN.wav,0,0.11004732189304142
8,0,AS,AS_20190823_ZWFU52.wav,1,0.07204785428253589
9,0,AS,AS_20190823_A53P86.wav,1,0.03654777536466545
10,0,AS,AS_20190823_OHX35Q.wav,0,0.051116810032963846
11,0,AS,AS_20190823_IRNK8H.wav,1,0.08271459912654572
12,0,AS,AS_20190823_E1ZPYR.wav,1,0.11023302877920066
13,0,AS,AS_20190823_TANML8.wav,1,0.1744980864777538
14,0,AS,AS_20190823_CYA43U.wav,1,0.3395391230181931
15,0,AS,AS_20190823_BXW6MQ.wav,0,0.21065136978375618
16,0,AS,AS_20190823_Q3UXZZ.wav,1,0.11950323685014008
17,0,AS,AS_20190823_LNWGYC.wav,1,0.06811971354239182
18,0,AS,AS_20190823_ZP39QP.wav,1,0.16002478843907572
19,0,AS,AS_20190823_BJL0YZ.wav,1,0.007319184566116608
20,0,AS,AS_20190823_DH8W02.wav,1,0.144415841143372
21,0,AS,AS_20190823_PKJNUJ.wav,1,0.0870368528052383
22,0,AS,AS_20190823_2BW89Q.wav,0,0.0344556830054752
23,0,AS,AS_20190823_E12BQL.wav,1,0.09076441529195813
24,0,AS,AS_20190823_UKE2QP.wav,1,0.19337303782656737
25,0,AS,AS_20190823_T805PS.wav,1,0.0722734559317451
26,0,AS,AS_20190823_EHXT0S.wav,1,0.0965609446440628
27,0,AS,AS_20190823_UVVRLY.wav,1,0.008768555171358883
28,0,AS,AS_20190823_YRQFJ4.wav,1,0.01829454199223011
29,0,AS,AS_20190823_HOKWMC.wav,1,0.014044379898813826
30,0,AS,AS_20190823_TU6YMG.wav,1,0.03638806396900471
31,0,AS,AS_20190823_9IEUKS.wav,1,0.07970416079451417
32,0,AS,AS_20190823_B1XUHY.wav,1,0.43811887981483544
33,0,AS,AS_20190823_ZQWN2W.wav,1,0.1031422657593027
34,0,AS,AS_20190823_Y5NAH1.wav,1,0.30293511565337305
35,1,AS,AS_20210314_CYDGSG.wav,0,0.9751174759027701
36,1,AS,AS_20210314_T37ZSZ.wav,1,0.8862650812813438
37,1,AS,AS_20210314_0Z4ZZ0.wav,1,0.8680024185117472
38,1,AS,AS_20210314_XJ5HAH.wav,1,0.9744870865755499
39,1,AS,AS_20210314_KB9QOL.wav,1,0.9284468203521402
40,1,AS,AS_20210314_PQJ0BN.wav,1,0.8424460764309842
41,1,AS,AS_20210314_UXK8Q2.wav,1,0.9694394458203611
42,0,AS,AS_20210314_SYZ9CE.wav,1,0.4421889299314031
43,0,AS,AS_20210314_V8VSTC.wav,1,0.683050824575228
44,1,AS,AS_20210314_7PZYH7.wav,1,0.9111757114882567
45,1,AS,AS_20210314_WR27NV.wav,1,0.9727856609250715
46,1,AS,AS_20210314_6VIZHB.wav,1,0.9119100857121842
47,1,AS,AS_20210314_L51H32.wav,1,0.99117916881107
48,1,AS,AS_20210314_92JL4V.wav,1,0.9475403634156166
49,1,AS,AS_20210314_YG2ZJF.wav,1,0.6487309742917898
50,1,AS,AS_20210314_6IX878.wav,1,0.9334354528163918
51,1,AS,AS_20210314_88UKA3.wav,1,0.9818828364211714
52,1,AS,AS_20210314_2R20UE.wav,1,0.9814715628897952
53,1,AS,AS_20210314_D4A5KK.wav,1,0.8356742915158423
54,1,AS,AS_20210314_CDYTL4.wav,1,0.9528064470539765
55,1,AS,AS_20210314_2G61KL.wav,1,0.9175407473007026
56,1,AS,AS_20210314_FBAQG3.wav,1,0.9889659536670956
57,1,AS,AS_20210314_6JOU4D.wav,1,0.9910340835420087
58,1,AS,AS_20210314_APZIQ8.wav,1,0.9717635565150237
59,1,AS,AS_20210314_5I139I.wav,1,0.978228187421411
60,1,AS,AS_20210314_8DDMZ1.wav,1,0.8728910630983985
61,1,AS,AS_20210314_E6NYUT.wav,1,0.9402799601422075
62,1,AS,AS_20210314_0DSNE8.wav,1,0.9984318804198765
