Unnamed: 0,Label,Dataset,FileName,training,output
0,0,AS,AS_20190822_86805A.wav,1,0.19815445208823995
1,0,AS,AS_20190822_4IZOM2.wav,1,0.04247625187230423
2,0,AS,AS_20190822_OMU76J.wav,1,0.0332485546394587
3,0,AS,AS_20190822_5Q2LR3.wav,0,0.05542145919237068
4,0,AS,AS_20190822_FRJDO9.wav,1,0.04093325507611299
5,0,AS,AS_20190823_A8ERCT.wav,1,0.1062009375243446
6,0,AS,AS_20190823_95V57Q.wav,1,0.1020847524540875
7,0,AS,AS_20190823_DA4TQN.wav,1,0.12516888382176147
8,0,AS,AS_20190823_ZWFU52.wav,1,0.010658276500977658
9,0,AS,AS_20190823_A53P86.wav,1,0.05388944137880607
10,0,AS,AS_20190823_OHX35Q.wav,0,0.026225403589962882
11,0,AS,AS_20190823_IRNK8H.wav,0,0.05602756281610476
12,0,AS,AS_20190823_E1ZPYR.wav,1,0.027077344330941076
13,0,AS,AS_20190823_TANML8.wav,0,0.005710372180501064
14,0,AS,AS_20190823_CYA43U.wav,1,0.018889886448114138
15,0,AS,AS_20190823_BXW6MQ.wav,1,0.05005191704488877
16,0,AS,AS_20190823_Q3UXZZ.wav,1,0.010100628561181525
17,0,AS,AS_20190823_LNWGYC.wav,1,0.05061229234095676
18,0,AS,AS_20190823_ZP39QP.wav,1,0.05519920561037998
19,0,AS,AS_20190823_BJL0YZ.wav,1,0.27020446050174385
20,0,AS,AS_20190823_DH8W02.wav,1,0.023880534215537704
21,0,AS,AS_20190823_PKJNUJ.wav,0,0.06220440605272692
22,0,AS,AS_20190823_2BW89Q.wav,1,0.10342616577557437
23,0,AS,AS_20190823_E12BQL.wav,1,0.014528996502109842
24,0,AS,AS_20190823_UKE2QP.wav,1,0.04516608654139683
25,0,AS,AS_20190823_T805PS.wav,1,0.08451879643872659
26,0,AS,AS_20190823_EHXT0S.wav,1,0.4086779981904636
27,0,AS,AS_20190823_UVVRLY.wav,1,0.007578719665852674
28,0,AS,AS_20190823_YRQFJ4.wav,1,0.05785740189059259
29,0,AS,AS_20190823_HOKWMC.wav,1,0.4585761971184642
30,0,AS,AS_20190823_TU6YMG.wav,1,0.011050411109317582
31,0,AS,AS_20190823_9IEUKS.wav,0,0.015758695537443922
32,0,AS,AS_20190823_B1XUHY.wav,0,0.2129755961224111
33,0,AS,AS_20190823_ZQWN2W.wav,0,0.13914875773709795
34,0,AS,AS_20190823_Y5NAH1.wav,1,0.01833691750010333
35,1,AS,AS_20210314_CYDGSG.wav,1,0.9920905784101895
36,1,AS,AS_20210314_T37ZSZ.wav,0,0.9889953354810982
