Unnamed: 0,Label,Dataset,FileName,training,output
0,0,AS,AS_20190822_86805A.wav,1,0.3245361512206445
1,0,AS,AS_20190822_4IZOM2.wav,1,0.15878705595987502
2,0,AS,AS_20190822_OMU76J.wav,1,0.2777334388888535
3,0,AS,AS_20190822_5Q2LR3.wav,0,0.40347466165354373
4,0,AS,AS_20190822_FRJDO9.wav,1,0.37410878446382523
5,0,AS,AS_20190823_A8ERCT.wav,1,0.44876094850598164
6,0,AS,AS_20190823_95V57Q.wav,1,0.0909967353617523
7,0,AS,AS_20190823_DA4TQN.wav,1,0.21964649527522312
8,0,AS,AS_20190823_ZWFU52.wav,1,0.1629329475149486
9,0,AS,AS_20190823_A53P86.wav,1,0.39432683149953934
10,0,AS,AS_20190823_OHX35Q.wav,0,0.09398926824918322
11,0,AS,AS_20190823_IRNK8H.wav,0,0.16441155874592592
12,0,AS,AS_20190823_E1ZPYR.wav,1,0.3545044879496192
13,0,AS,AS_20190823_TANML8.wav,0,0.26700968893362587
14,0,AS,AS_20190823_CYA43U.wav,1,0.3781824183419253
15,0,AS,AS_20190823_BXW6MQ.wav,1,0.4182290225443533
16,0,AS,AS_20190823_Q3UXZZ.wav,1,0.30052577613047965
17,0,AS,AS_20190823_LNWGYC.wav,1,0.34837396485609795
18,0,AS,AS_20190823_ZP39QP.wav,1,0.3479026759172719
19,0,AS,AS_20190823_BJL0YZ.wav,1,0.2784979026830049
20,0,AS,AS_20190823_DH8W02.wav,1,0.11703282064682792
21,0,AS,AS_20190823_PKJNUJ.wav,0,0.23549807226520938
22,0,AS,AS_20190823_2BW89Q.wav,1,0.36260804718631257
23,0,AS,AS_20190823_E12BQL.wav,1,0.1757845075980447
24,0,AS,AS_20190823_UKE2QP.wav,1,0.322386692437203
25,0,AS,AS_20190823_T805PS.wav,1,0.49533423787322284
26,0,AS,AS_20190823_EHXT0S.wav,1,0.35624033681099004
27,0,AS,AS_20190823_UVVRLY.wav,1,0.335963311522114
28,0,AS,AS_20190823_YRQFJ4.wav,1,0.22880787780316705
29,0,AS,AS_20190823_HOKWMC.wav,1,0.212930739067969
30,0,AS,AS_20190823_TU6YMG.wav,1,0.2565305882508284
31,0,AS,AS_20190823_9IEUKS.wav,0,0.16767787125773578
32,0,AS,AS_20190823_B1XUHY.wav,0,0.22923878053911428
33,0,AS,AS_20190823_ZQWN2W.wav,0,0.24420371899144722
34,0,AS,AS_20190823_Y5NAH1.wav,1,0.21429004658368528
35,1,AS,AS_20210314_CYDGSG.wav,1,0.9890383634530614
36,1,AS,AS_20210314_T37ZSZ.wav,0,0.9310244993822088
37,1,AS,AS_20210314_0Z4ZZ0.wav,1,0.9374076546640383
38,1,AS,AS_20210314_XJ5HAH.wav,1,0.9732895020241085
39,1,AS,AS_20210314_KB9QOL.wav,1,0.9835116630791126
40,1,AS,AS_20210314_PQJ0BN.wav,1,0.9840106341871535
41,1,AS,AS_20210314_UXK8Q2.wav,1,0.9813101337199869
42,0,AS,AS_20210314_SYZ9CE.wav,1,0.9953226310186813
43,0,AS,AS_20210314_V8VSTC.wav,1,0.9124235841058175
44,1,AS,AS_20210314_7PZYH7.wav,1,0.9823345998022763
45,1,AS,AS_20210314_WR27NV.wav,1,0.7715904580897592
46,1,AS,AS_20210314_6VIZHB.wav,1,0.5899549700950515
47,1,AS,AS_20210314_L51H32.wav,1,0.3771509791936485
48,1,AS,AS_20210314_92JL4V.wav,1,0.6843605334235382
49,1,AS,AS_20210314_YG2ZJF.wav,1,0.44455557194665657
50,1,AS,AS_20210314_6IX878.wav,1,0.9000666824042319
51,1,AS,AS_20210314_88UKA3.wav,1,0.2990707477539502
52,1,AS,AS_20210314_2R20UE.wav,1,0.24405340513922857
53,1,AS,AS_20210314_D4A5KK.wav,1,0.9765095929877687
54,1,AS,AS_20210314_CDYTL4.wav,1,0.6682558771964063
55,1,AS,AS_20210314_2G61KL.wav,1,0.8545588753210395
56,1,AS,AS_20210314_FBAQG3.wav,0,0.4431675479880714
57,1,AS,AS_20210314_6JOU4D.wav,1,0.7256798454737619
58,1,AS,AS_20210314_APZIQ8.wav,0,0.6573780549993447
59,1,AS,AS_20210314_5I139I.wav,0,0.9790499879748737
60,1,AS,AS_20210314_8DDMZ1.wav,1,0.5635000623610008
61,1,AS,AS_20210314_E6NYUT.wav,1,0.6978280129520815
62,1,AS,AS_20210314_0DSNE8.wav,1,0.8281186099432698
63,1,AS,AS_20210314_WWMXPE.wav,1,0.8784495376348752
64,1,AS,AS_20210314_6Y8RVN.wav,1,0.42832691205495355
