epoch,train_loss,val_loss,val_accuracy,val_fscore,val_precision,val_recalls
0,0.08681745791575045,0.690466116802859,tensor(53.6627),0.48483483052612875,0.5683709739050136,0.5366269165247018
1,0.08653332462634848,0.6882831437015046,tensor(51.8739),0.4946646849368138,0.5198969981330815,0.5187393526405452
2,0.08620550040642384,0.6918341752008441,tensor(52.3850),0.42402339439310627,0.5960984195518627,0.5238500851788757
3,0.08620609690095944,0.684933326922649,tensor(54.7700),0.5431058314986481,0.5511512357383765,0.5477001703577513
4,0.0858506595724562,0.6838347318834503,tensor(54.7700),0.5184160587611472,0.567464194763393,0.5477001703577513
5,0.08574170296290032,0.6844486081417415,tensor(54.1738),0.5416977387357516,0.5416861262309387,0.5417376490630323
6,0.08570078343775842,0.6810870564572856,tensor(55.5366),0.5553791733699931,0.5554726685966231,0.555366269165247
7,0.08540540852057021,0.679941624149147,tensor(55.0256),0.5424886873116368,0.5521599088313381,0.5502555366269165
8,0.08503991337651293,0.6777266586862594,tensor(54.7700),0.5370543651682662,0.550427682975324,0.5477001703577513
9,0.08483442559741956,0.6781185739491218,tensor(54.5997),0.5441006455210047,0.545995725450663,0.5459965928449745
10,0.08426869182618216,0.6714811623604172,tensor(56.8143),0.5681534405088263,0.5682635414778403,0.5681431005110733
11,0.08411062995108819,0.6727754876804515,tensor(57.1550),0.571386318445016,0.5714621505584992,0.5715502555366269
12,0.08360427032824011,0.6761617205618188,tensor(58.6882),0.5765136228217663,0.5988610215847399,0.5868824531516184
13,0.08327350951983255,0.6709896019410844,tensor(56.0477),0.518788660250392,0.5864995213390108,0.5604770017035775
14,0.08283947256521576,0.6807374109401411,tensor(54.8552),0.500062216222811,0.5726419947784813,0.5485519591141397
15,0.08275103536768437,0.6691752647825563,tensor(58.0920),0.5640150774096366,0.5926061525445296,0.5809199318568995
16,0.08204784172492859,0.664982545111817,tensor(59.7104),0.5918073825854404,0.604232175312367,0.5971039182282794
17,0.0818818602377697,0.6621052814707845,tensor(59.7104),0.5969497586968042,0.5970461216993882,0.5971039182282794
18,0.0816879536295059,0.6620178864396208,tensor(59.2845),0.5873959026875549,0.5963883555363304,0.5928449744463373
19,0.08102824902681457,0.6591064462872949,tensor(59.3697),0.5883406833722429,0.5972178463077583,0.5936967632027257
20,0.0803408762545106,0.6644237882233965,tensor(58.8586),0.5791244580661754,0.5951021292255295,0.5885860306643952
21,0.0799908716147008,0.6532519420123385,tensor(59.9659),0.5943162816418772,0.607036372735059,0.5996592844974447
22,0.07886054200026311,0.6488844123772096,tensor(60.3066),0.5962116066045886,0.6086440274108572,0.6030664395229983
23,0.07833985733172173,0.6409698531818553,tensor(63.2027),0.6280846110815141,0.6363378461758855,0.6320272572402045
24,0.07807660135106563,0.6438359324733077,tensor(62.0954),0.6209674796007232,0.6210251067275351,0.620954003407155
