Unnamed: 0,Label,Dataset,FileName,training,output
0,0,AS,AS_20190822_86805A.wav,1,0.008163396341070127
1,0,AS,AS_20190822_4IZOM2.wav,0,0.028153613547563735
2,0,AS,AS_20190822_OMU76J.wav,1,0.008601539539958167
3,0,AS,AS_20190822_5Q2LR3.wav,0,0.10100282112533834
4,0,AS,AS_20190822_FRJDO9.wav,1,0.01830676772336559
5,0,AS,AS_20190823_A8ERCT.wav,1,0.0886890483283227
6,0,AS,AS_20190823_95V57Q.wav,1,0.1012563499670921
7,0,AS,AS_20190823_DA4TQN.wav,1,0.02176609841904978
8,0,AS,AS_20190823_ZWFU52.wav,0,0.010913845313940148
9,0,AS,AS_20190823_A53P86.wav,0,0.015972929533277128
10,0,AS,AS_20190823_OHX35Q.wav,1,0.010934744255604594
11,0,AS,AS_20190823_IRNK8H.wav,1,0.040226197810805636
12,0,AS,AS_20190823_E1ZPYR.wav,0,0.0830150954534886
13,0,AS,AS_20190823_TANML8.wav,1,0.048385231872192715
14,0,AS,AS_20190823_CYA43U.wav,1,0.14756475986224563
15,0,AS,AS_20190823_BXW6MQ.wav,0,0.019141315733263956
16,0,AS,AS_20190823_Q3UXZZ.wav,1,0.034930791246602935
17,0,AS,AS_20190823_LNWGYC.wav,0,0.05906253125516095
18,0,AS,AS_20190823_ZP39QP.wav,1,0.026310765470520855
19,0,AS,AS_20190823_BJL0YZ.wav,1,0.01485260594509883
20,0,AS,AS_20190823_DH8W02.wav,0,0.031750888010820426
21,0,AS,AS_20190823_PKJNUJ.wav,1,0.04071359982747013
22,0,AS,AS_20190823_2BW89Q.wav,1,0.01394445793864489
23,0,AS,AS_20190823_E12BQL.wav,1,0.05645507913402096
24,0,AS,AS_20190823_UKE2QP.wav,1,0.02251235701465082
25,0,AS,AS_20190823_T805PS.wav,1,0.038381690181913126
26,0,AS,AS_20190823_EHXT0S.wav,0,0.022977723500835868
27,0,AS,AS_20190823_UVVRLY.wav,1,0.023061326415229004
28,0,AS,AS_20190823_YRQFJ4.wav,1,0.06893736290910062
29,0,AS,AS_20190823_HOKWMC.wav,0,0.12927488170803508
30,0,AS,AS_20190823_TU6YMG.wav,1,0.01333426690050289
31,0,AS,AS_20190823_9IEUKS.wav,0,0.038855616966397104
32,0,AS,AS_20190823_B1XUHY.wav,0,0.013276000188701937
33,0,AS,AS_20190823_ZQWN2W.wav,0,0.2579033826787835
34,0,AS,AS_20190823_Y5NAH1.wav,0,0.08822768195879976
35,1,AS,AS_20210314_CYDGSG.wav,1,0.9068443848305475
36,1,AS,AS_20210314_T37ZSZ.wav,0,0.653186612949056
37,1,AS,AS_20210314_0Z4ZZ0.wav,1,0.33276962607782495
38,1,AS,AS_20210314_XJ5HAH.wav,1,0.9326232962066369
39,1,AS,AS_20210314_KB9QOL.wav,1,0.6844534413834416
40,1,AS,AS_20210314_PQJ0BN.wav,1,0.9037578401902094
41,1,AS,AS_20210314_UXK8Q2.wav,1,0.9068117379272107
42,0,AS,AS_20210314_SYZ9CE.wav,1,0.3170934556278368
43,0,AS,AS_20210314_V8VSTC.wav,0,0.8874545254666507
44,1,AS,AS_20210314_7PZYH7.wav,1,0.9697013415308233
45,1,AS,AS_20210314_WR27NV.wav,1,0.8203695117330877
46,1,AS,AS_20210314_6VIZHB.wav,1,0.8233591686526822
47,1,AS,AS_20210314_L51H32.wav,1,0.9197369476299401
48,1,AS,AS_20210314_92JL4V.wav,1,0.8213865442208602
49,1,AS,AS_20210314_YG2ZJF.wav,1,0.5113335237019315
50,1,AS,AS_20210314_6IX878.wav,1,0.9485257424792879
51,1,AS,AS_20210314_88UKA3.wav,1,0.837772118549776
52,1,AS,AS_20210314_2R20UE.wav,1,0.7309622851827929
53,1,AS,AS_20210314_D4A5KK.wav,0,0.6790804937635939
54,1,AS,AS_20210314_CDYTL4.wav,1,0.7965076987159957
55,1,AS,AS_20210314_2G61KL.wav,1,0.4307843302627226
56,1,AS,AS_20210314_FBAQG3.wav,0,0.9832419094408653
57,1,AS,AS_20210314_6JOU4D.wav,1,0.9609853112904495
