epoch,train_loss,val_loss,val_accuracy,val_fscore,val_precision,val_recalls
0,0.08714672289939952,0.692553544166344,tensor(49.2334),0.49124785814889793,0.4930981228804789,0.49233390119250425
1,0.08691169487553563,0.6926594089202621,tensor(50.),0.4962213250070463,0.4987476246764323,0.5
2,0.08690654666885149,0.6925483062685653,tensor(50.9370),0.5017836251308471,0.5080492068231895,0.5093696763202725
3,0.08691018987393813,0.6923919061176619,tensor(53.1516),0.5218467726038234,0.5318969659450186,0.5315161839863713
4,0.0869137596643127,0.6921348986065164,tensor(53.6627),0.5272962051167986,0.537385641540287,0.5366269165247018
5,0.08673908771061213,0.6921297468156181,tensor(53.4923),0.5235994103460196,0.5359279103831511,0.534923339011925
6,0.08693891338003684,0.6921252879414079,tensor(53.3220),0.5223645363765933,0.5339598420378363,0.5332197614991482
7,0.08684089556257987,0.6921310936571995,tensor(53.4072),0.5220726631493676,0.5351206854302544,0.5340715502555367
8,0.08680925382167626,0.6921374497259293,tensor(53.4923),0.522273638606354,0.5362054568183069,0.534923339011925
9,0.08692341369895035,0.6921304190179153,tensor(53.3220),0.5196871040875862,0.5344767182197214,0.5332197614991482
10,0.08684040919011239,0.6921296473053082,tensor(53.3220),0.5196871040875862,0.5344767182197214,0.5332197614991482
11,0.08687881426136577,0.6921324807090694,tensor(53.2368),0.5186681091018532,0.5335494253518654,0.5323679727427598
12,0.08674288692196193,0.6921324668994754,tensor(53.2368),0.5186681091018532,0.5335494253518654,0.5323679727427598
13,0.08677918132024319,0.6921315838977872,tensor(53.3220),0.519401792053515,0.5345347820333773,0.5332197614991482
14,0.08677041743898944,0.6921302191849664,tensor(53.4072),0.5201351891981753,0.535522890410843,0.5340715502555367
15,0.08671403494011709,0.6921303857124238,tensor(53.4072),0.5201351891981753,0.535522890410843,0.5340715502555367
16,0.08686074506535671,0.6921302963562271,tensor(53.4072),0.5201351891981753,0.535522890410843,0.5340715502555367
17,0.0865522472683854,0.6921298893793681,tensor(53.4072),0.5201351891981753,0.535522890410843,0.5340715502555367
18,0.08680633558687134,0.6921297001066972,tensor(53.4072),0.5201351891981753,0.535522890410843,0.5340715502555367
19,0.08679781030343181,0.6921294092928937,tensor(53.4072),0.5201351891981753,0.535522890410843,0.5340715502555367
20,0.08692266119815159,0.6921294052312483,tensor(53.4072),0.5201351891981753,0.535522890410843,0.5340715502555367
21,0.08695819391879511,0.6921294072620711,tensor(53.4072),0.5201351891981753,0.535522890410843,0.5340715502555367
22,0.08684800761281199,0.6921293962956288,tensor(53.4072),0.5201351891981753,0.535522890410843,0.5340715502555367
23,0.08689787455598783,0.6921293910154899,tensor(53.4072),0.5201351891981753,0.535522890410843,0.5340715502555367
24,0.08663298509798809,0.6921293784243894,tensor(53.4072),0.5201351891981753,0.535522890410843,0.5340715502555367
