Unnamed: 0,Label,Dataset,FileName,training,output
0,0,AS,AS_20190822_86805A.wav,1,0.05015308232181077
1,0,AS,AS_20190822_4IZOM2.wav,1,0.0714829807631483
2,0,AS,AS_20190822_OMU76J.wav,1,0.023540802198256463
3,0,AS,AS_20190822_5Q2LR3.wav,0,0.14592893395377482
4,0,AS,AS_20190822_FRJDO9.wav,1,0.018657001910466233
5,0,AS,AS_20190823_A8ERCT.wav,1,0.36757657415687534
6,0,AS,AS_20190823_95V57Q.wav,1,0.32716875464774614
7,0,AS,AS_20190823_DA4TQN.wav,1,0.10835620489708785
8,0,AS,AS_20190823_ZWFU52.wav,1,0.07460276435011529
9,0,AS,AS_20190823_A53P86.wav,1,0.056193286482118805
10,0,AS,AS_20190823_OHX35Q.wav,0,0.011533008427177503
11,0,AS,AS_20190823_IRNK8H.wav,0,0.13877379843264231
12,0,AS,AS_20190823_E1ZPYR.wav,1,0.022501860897936186
13,0,AS,AS_20190823_TANML8.wav,0,0.12056528729735135
14,0,AS,AS_20190823_CYA43U.wav,1,0.20328367112797577
15,0,AS,AS_20190823_BXW6MQ.wav,1,0.0662818580079537
16,0,AS,AS_20190823_Q3UXZZ.wav,1,0.08729344539336295
17,0,AS,AS_20190823_LNWGYC.wav,1,0.05418160298337744
18,0,AS,AS_20190823_ZP39QP.wav,1,0.018032162731700756
19,0,AS,AS_20190823_BJL0YZ.wav,1,0.03267924787208766
20,0,AS,AS_20190823_DH8W02.wav,1,0.1030876635342067
21,0,AS,AS_20190823_PKJNUJ.wav,0,0.11380980569956976
22,0,AS,AS_20190823_2BW89Q.wav,1,0.026271926809551236
23,0,AS,AS_20190823_E12BQL.wav,1,0.04157181359831844
24,0,AS,AS_20190823_UKE2QP.wav,1,0.06160969436973084
25,0,AS,AS_20190823_T805PS.wav,1,0.07700710756192189
26,0,AS,AS_20190823_EHXT0S.wav,1,0.09936409072611324
27,0,AS,AS_20190823_UVVRLY.wav,1,0.017252203460888654
28,0,AS,AS_20190823_YRQFJ4.wav,1,0.00533169268915284
29,0,AS,AS_20190823_HOKWMC.wav,1,0.029650707252185497
30,0,AS,AS_20190823_TU6YMG.wav,1,0.03592423794820288
31,0,AS,AS_20190823_9IEUKS.wav,0,0.08543219789984699
32,0,AS,AS_20190823_B1XUHY.wav,0,0.31560982841129576
33,0,AS,AS_20190823_ZQWN2W.wav,0,0.25055535540385915
