Unnamed: 0,Label,Dataset,FileName,training,output
0,0,AS,AS_20190822_86805A.wav,1,0.31754901380546685
1,0,AS,AS_20190822_4IZOM2.wav,0,0.18170400401199807
2,0,AS,AS_20190822_OMU76J.wav,1,0.12865025615248582
3,0,AS,AS_20190822_5Q2LR3.wav,0,0.2873079939328227
4,0,AS,AS_20190822_FRJDO9.wav,1,0.18989740360419613
5,0,AS,AS_20190823_A8ERCT.wav,1,0.24973683413919967
6,0,AS,AS_20190823_95V57Q.wav,1,0.15536845077608005
7,0,AS,AS_20190823_DA4TQN.wav,1,0.27080018005916445
8,0,AS,AS_20190823_ZWFU52.wav,0,0.15012303654952808
9,0,AS,AS_20190823_A53P86.wav,0,0.30443496469148595
10,0,AS,AS_20190823_OHX35Q.wav,1,0.2093431169194886
11,0,AS,AS_20190823_IRNK8H.wav,1,0.19745513574600776
12,0,AS,AS_20190823_E1ZPYR.wav,0,0.2922761958893566
13,0,AS,AS_20190823_TANML8.wav,1,0.1735440917526493
14,0,AS,AS_20190823_CYA43U.wav,1,0.41073379868724913
15,0,AS,AS_20190823_BXW6MQ.wav,0,0.14606505217506308
16,0,AS,AS_20190823_Q3UXZZ.wav,1,0.15948651921394286
17,0,AS,AS_20190823_LNWGYC.wav,0,0.2496701858757944
18,0,AS,AS_20190823_ZP39QP.wav,1,0.40936481943789543
19,0,AS,AS_20190823_BJL0YZ.wav,1,0.42227628507721215
20,0,AS,AS_20190823_DH8W02.wav,0,0.17160494962513453
21,0,AS,AS_20190823_PKJNUJ.wav,1,0.27935417080963976
22,0,AS,AS_20190823_2BW89Q.wav,1,0.41427067322643873
23,0,AS,AS_20190823_E12BQL.wav,1,0.33237317012384965
24,0,AS,AS_20190823_UKE2QP.wav,1,0.19862416150626216
25,0,AS,AS_20190823_T805PS.wav,1,0.41095576024454816
26,0,AS,AS_20190823_EHXT0S.wav,0,0.4852753619254186
27,0,AS,AS_20190823_UVVRLY.wav,1,0.33391382452103474
28,0,AS,AS_20190823_YRQFJ4.wav,1,0.25082267186619556
29,0,AS,AS_20190823_HOKWMC.wav,0,0.4476797785968903
30,0,AS,AS_20190823_TU6YMG.wav,1,0.351289627196949
31,0,AS,AS_20190823_9IEUKS.wav,0,0.2983104740017192
32,0,AS,AS_20190823_B1XUHY.wav,0,0.17604792235809377
33,0,AS,AS_20190823_ZQWN2W.wav,0,0.24090554924210755
34,0,AS,AS_20190823_Y5NAH1.wav,0,0.2762074751970001
35,1,AS,AS_20210314_CYDGSG.wav,1,0.9234013304365444
36,1,AS,AS_20210314_T37ZSZ.wav,0,0.7939176053562234
37,1,AS,AS_20210314_0Z4ZZ0.wav,1,0.9295509508347044
38,1,AS,AS_20210314_XJ5HAH.wav,1,0.9572839026156437
39,1,AS,AS_20210314_KB9QOL.wav,1,0.8443409972061767
40,1,AS,AS_20210314_PQJ0BN.wav,1,0.9817118510547483
41,1,AS,AS_20210314_UXK8Q2.wav,1,0.9316199672629651
42,0,AS,AS_20210314_SYZ9CE.wav,1,0.969406621967337
43,0,AS,AS_20210314_V8VSTC.wav,0,0.8980978994562152
44,1,AS,AS_20210314_7PZYH7.wav,1,0.9729939510824729
45,1,AS,AS_20210314_WR27NV.wav,1,0.7598792518590046
46,1,AS,AS_20210314_6VIZHB.wav,1,0.3839301961737865
47,1,AS,AS_20210314_L51H32.wav,1,0.3124601861994485
48,1,AS,AS_20210314_92JL4V.wav,1,0.5940824814683815
49,1,AS,AS_20210314_YG2ZJF.wav,1,0.7419283128905332
50,1,AS,AS_20210314_6IX878.wav,1,0.8597475917665304
51,1,AS,AS_20210314_88UKA3.wav,1,0.3782256552735954
52,1,AS,AS_20210314_2R20UE.wav,1,0.6936993426571311
53,1,AS,AS_20210314_D4A5KK.wav,0,0.6374127418735683
54,1,AS,AS_20210314_CDYTL4.wav,1,0.615178197680687
55,1,AS,AS_20210314_2G61KL.wav,1,0.8713724031443754
56,1,AS,AS_20210314_FBAQG3.wav,0,0.43838958196531835
57,1,AS,AS_20210314_6JOU4D.wav,1,0.6840080670324463
58,1,AS,AS_20210314_APZIQ8.wav,0,0.7566805290728918
59,1,AS,AS_20210314_5I139I.wav,1,0.9441531360848604
60,1,AS,AS_20210314_8DDMZ1.wav,1,0.5625534635830969
61,1,AS,AS_20210314_E6NYUT.wav,1,0.748872678289539
62,1,AS,AS_20210314_0DSNE8.wav,1,0.8203207253705711
63,1,AS,AS_20210314_WWMXPE.wav,1,0.9504675526174788
64,1,AS,AS_20210314_6Y8RVN.wav,1,0.5186891528514149
65,1,AS,AS_20210314_HBL8YF.wav,1,0.949385614610462
66,1,AS,AS_20210314_HG4TBG.wav,1,0.841988615793171
67,1,AS,AS_20210314_MJQIDX.wav,0,0.9294997644376545
68,1,AS,AS_20210314_D8EA6J.wav,1,0.8849169176436107
69,1,AS,AS_20210314_QBIK20.wav,0,0.9748662416302837
70,1,AS,AS_20210314_6BDVJN.wav,1,0.8513100983438611
71,1,AS,AS_20210314_0XILXK.wav,1,0.9201431139852524
72,1,AS,AS_20210314_XO9UN9.wav,1,0.9625750912914504
73,1,AS,AS_20210314_SPLRF6.wav,1,0.8781281473210106
74,1,AS,AS_20210314_ZR5ZQA.wav,1,0.9547251989118042
75,1,AS,AS_20210314_DY2S28.wav,1,0.9243060573886326
76,1,AS,AS_20210314_WEQSFS.wav,1,0.8958961439367946
77,1,AS,AS_20210314_2LXXFZ.wav,1,0.9567717215078431
78,1,AS,AS_20210314_CO06OH.wav,1,0.9362866718772044
79,1,AS,AS_20210314_4WPX1Z.wav,1,0.7055717328924739
80,1,AS,AS_20210314_1IBFGI.wav,1,0.9511097247782139
81,1,AS,AS_20210314_ZYF4P6.wav,0,0.7679170109701888
82,1,AS,AS_20210314_NCBVUW.wav,1,0.9183661464929359
83,1,AS,AS_20210314_MA2DHB.wav,1,0.9552889308506719
84,1,AS,AS_20210314_8654YM.wav,1,0.7393631502210314
85,1,AS,AS_20210314_HPFBX6.wav,1,0.9562172489173226
86,1,AS,AS_20210314_DMNQS6.wav,1,0.7913953557269292
87,1,AS,AS_20210314_UWOWTC.wav,1,0.8455975937284337
88,1,AS,AS_20210314_DHRTU9.wav,0,0.9736653528434006
89,1,AS,AS_20210314_3I9QEX.wav,0,0.9304468191252084
90,1,AS,AS_20210314_PHQ3O4.wav,1,0.9595971191848277
91,1,AS,AS_20210314_I96EQM.wav,1,0.6513390976983384
92,1,AS,AS_20210314_CKAO3B.wav,1,0.7336910443711915
93,1,AS,AS_20210314_AHAUIH.wav,0,0.842923693835339
94,1,AS,AS_20210314_6G5I5Q.wav,0,0.8531510789322142
95,1,AS,AS_20210314_4TKNKX.wav,0,0.8713245177693322
96,1,AS,AS_20210314_ET4C2H.wav,1,0.9334508226886519
97,1,AS,AS_20210314_5D56MB.wav,1,0.9311302202818249
98,1,AS,AS_20210314_1EXE3Y.wav,1,0.9774655057358645
99,1,AS,AS_20210314_P8F9WY.wav,1,0.9197273677810213
100,1,AS,AS_20210314_WQTDSM.wav,1,0.9546380619331082
101,1,AS,AS_20210314_UQHVQV.wav,1,0.7975394048890253
102,1,AS,AS_20210314_PPX8EW.wav,1,0.9751579438582645
103,1,AS,AS_20210314_FHTR55.wav,1,0.9641901945856136
104,1,AS,AS_20210314_Q0FCX0.wav,1,0.8336924859630718
105,1,AS,AS_20210314_VFUUTS.wav,1,0.8852066810438627
106,1,AS,AS_20210314_A1S89P.wav,1,0.8611925542624054
107,1,AS,AS_20210314_2CEF9M.wav,1,0.8739764766929458
108,1,AS,AS_20210314_XXOSAT.wav,1,0.902112220088069
109,1,AS,AS_20210314_ZBHC7V.wav,1,0.6400181627489887
110,1,AS,AS_20210314_F7LA9X.wav,1,0.8605263550448662
111,1,AS,AS_20210314_4S1OGU.wav,1,0.8118532841103624
112,0,AS,AS_20210314_QAWYZW.wav,1,0.8492775319963904
113,1,AS,AS_20210318_HFGWKF.wav,1,0.8579400098153096
114,1,AS,AS_20210318_X6NAMN.wav,1,0.8836280468410668
115,1,AS,AS_20210318_09BYT8.wav,1,0.7152726988078378
116,1,AS,AS_20210318_22DVCY.wav,1,0.7329328716153387
117,1,AS,AS_20210318_LN065T.wav,1,0.9044619692570037
118,1,AS,AS_20210318_7OZUF6.wav,1,0.7355071792078136
119,1,AS,AS_20210318_WKTQ5N.wav,1,0.5353387376565174
